"NAME_1","lvstReqME_2020","lvstReqME_2021","lvstReqME_2022","lvstReqME_2023","feedME_mean_2020","feedME_mean_2021","feedME_mean_2022","feedME_mean_2023","adeq_2020","adeq_2021","adeq_2022","adeq_2023","adeqMin_2020","adeqMin_2021","adeqMin_2022","adeqMin_2023","adeqMax_2020","adeqMax_2021","adeqMax_2022","adeqMax_2023"
"Nigeria",769641349120,769397424128,767742312448,767742574592,2009691848704,1927966883840,2028693356544,2042685947904,2.61120566222418,2.50581406095175,2.64241441907164,2.66063914586154,2.06942199534547,1.97363849619762,2.08140092575678,2.09337826855755,3.50218046068988,3.39030985776639,3.57559605639165,3.60581161610084
