Region,Season,Bull,Cow,Steer,Heifer,Calf,Sheep,Goat,Lamb,Kid
Dry Savannah,DS,42.53514551573824,57.9685910435082,31.299606041536133,24.156542037811825,20.91853146564973,6.688021686139984,7.479244181137508,8.50731331884428,6.605347342508654
Dry Savannah,WS,58.26763082487692,67.31999797622565,63.769032781592024,47.12996818091935,24.61969796613858,23.601046903749264,28.377179212720666,10.937368122101148,8.347235161962658
Forest,DS,46.9420994848458,65.16401365859947,37.459357137433535,30.646632679334186,27.67242374147774,6.372713913605013,9.703224135484605,12.66101423640356,8.075940479961254
Forest,WS,72.61922464129475,69.20755093279676,57.68253809125543,45.54174547454518,45.07653086870234,13.273901036701737,15.214931111853184,10.787521528228542,8.78715905888211
Periurban,DS,43.1590994848458,59.208304445116326,34.63835713743354,29.554632679334187,25.82590374147774,5.633793913605014,9.040744135484605,11.97825423640356,7.471960479961255
Periurban,WS,67.67922464129475,65.54548483110185,54.35453809125543,42.603745474545185,44.275210868702345,13.71528239263394,18.592490433887082,10.006741528228542,8.15652905888211
Wet Savannah,DS,46.9420994848458,62.80488444511633,37.459357137433535,30.646632679334186,27.67242374147774,6.372713913605013,9.703224135484605,12.66101423640356,8.075940479961254
Wet Savannah,WS,72.61922464129475,67.30958483110184,57.68253809125543,45.54174547454518,45.07653086870234,14.826782392633941,19.528490433887082,10.787521528228542,8.78715905888211
