"NAME","DMReq","DMSupply","adeq_2023"
"(Agro)pastoral sahel",29481926656,10462144512,0.354866377427569
"Central mixed",58861027328,70351839232,1.1952193569434
"Forest mixed",13359832064,22015627264,1.64789700637962
"Northern mixed",93133955072,66553077760,0.714595205460234
"Southern mixed",17616138240,25260171264,1.43392217521563
