"","Reference","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country","Feed_item","codeSPAM","codeBasket_grouped"
"4594","108543",91.52,42.41,61.13,7.63,NA,82.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4595","108608",91.45,46.67,67.17,5.76,NA,92.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4596","108559",91.18,48.08,68.88,6.61,NA,88.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4597","108624",87.19,40.82,55.3,4.85,NA,95.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4598","108575",91.03,53.99,69.79,8.52,NA,93.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4599","108577",90.24,49.91,66.19,7.61,NA,94.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4600","108528",91.58,45.66,69.95,5.22,NA,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4601","108593",87.05,37.25,53.97,4.82,NA,93.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4602","108544",91.81,46.15,66.88,7.46,NA,86.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4603","108609",92.69,52.56,71.93,6.87,NA,92.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4604","108560",91.67,45.94,66.47,5.81,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4605","108625",90.73,52.12,66.66,6.25,2.38,95.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4606","108578",90.01,48.39,64.59,6.41,NA,94.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4607","108529",90.95,48.5,73.11,4.62,NA,86.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4608","108594",87.07,37.76,53.31,5.25,NA,94.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4609","108545",91.45,41.01,59.41,6.94,NA,82.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4610","108610",90.59,47.43,65.12,6.55,NA,93.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4611","108561",91.53,48.1,67.19,5.91,NA,88.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4612","108626",89.77,39.7,53.16,4.91,NA,96.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4613","108579",88.24,45.63,61.49,6.63,NA,94.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4614","108530",91.51,45.11,68.83,4.93,NA,84.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4615","108595",90.77,48,67.41,5.11,NA,93.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4616","108546",91.69,45.11,64.12,7.14,NA,84.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4617","108611",91.93,57.83,75.23,7.97,NA,94.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4618","108562",91.43,50.96,69.37,5.94,NA,88.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4619","108580",91.25,56.8,74.12,9.42,NA,92.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4620","108531",91.42,45.62,69.44,5.81,NA,85.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4621","108596",87.96,39.13,56.07,4.08,NA,96.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4622","108547",91.84,46.66,71.89,5.59,NA,85.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4623","108612",91.4,55.32,72.18,7.8,NA,93.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4624","108563",91.39,46.72,65.08,5.65,NA,86.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4625","108581",89.73,52.37,68.8,7.58,NA,94.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4626","108532",91.85,48.96,73.57,5.43,NA,84.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4627","108597",89.25,44.08,59.44,4.97,NA,94.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4628","108548",92.82,47.04,70.2,5.31,NA,85.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4629","108613",92.54,57.69,77.45,7.77,NA,94.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4630","108564",91.31,49.96,68.44,6.38,NA,88.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4631","108517",91.28,45.4,66.43,6.12,NA,84.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4632","108437",91.21,19.44,43.13,2.46,NA,72.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4633","108453",91.34,24.91,51.29,3.08,NA,75.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4634","108469",91.17,22.35,49.3,2.34,NA,77.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4635","108485",91.4,30.91,51.41,3.13,NA,75.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4636","108501",91.61,47.46,71.44,5.6,NA,84.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4637","108518",91.75,48.21,68.68,5.94,NA,84.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4638","108438",90.46,20.33,47.02,2.43,NA,74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4639","108454",90.98,22.91,48,4.86,NA,76.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4640","108470",90.76,20.36,44.69,2.27,NA,74.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4641","108486",91.59,31.25,51.49,3.67,NA,76.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4642","108502",91.75,45.86,69.77,6.11,NA,85.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4643","108519",91.75,48.72,72.36,6.02,NA,86.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4644","108439",91.36,22.51,48.02,3.25,NA,75.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4645","108455",90.76,23.07,51.41,2.71,NA,78.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4646","108471",90.56,19.45,44.17,2.05,NA,78.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4647","108487",91.32,35.51,60.22,3.77,NA,82.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4648","108503",91.58,45.25,68.63,5.62,NA,83.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4649","108520",91.45,47.63,68.37,6.27,NA,84.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4650","108440",91.29,22.67,50.02,2.71,NA,74.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4651","108456",91.13,21.34,47.27,2.28,NA,74.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4652","108472",90.95,21.64,45.79,2.74,NA,75.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4653","108488",91.47,34.39,59.08,3.48,NA,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4654","108504",91.32,44.79,67.74,6.57,NA,83.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4655","108521",92.6,49.24,68.73,6.61,NA,85.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4656","108441",91.26,24.46,51.55,2.7,NA,76.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4657","108457",91.36,21.72,48.7,2.18,NA,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4658","108473",90.83,19.6,42.11,2.35,NA,76.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4659","108489",91.58,33.85,56.69,3.28,NA,81.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4660","108505",91.03,41.76,63.77,5.42,NA,83.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4661","108522",91.11,46.36,67.58,5.94,NA,84.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4662","108442",90.82,21.31,45.51,3.08,NA,73.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4663","108458",90.93,20.71,43.62,2.51,NA,72.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4664","108474",91.18,21.5,44.77,2.22,NA,82.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4665","108490",91.37,35.82,61.29,4.62,NA,82.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4666","108506",90.84,43.42,65.68,6.33,NA,83.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4667","108507",91.56,43.68,68.39,5.77,NA,86.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4668","108427",90.57,24.33,54.78,2.45,NA,78.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4669","108523",91.23,48.46,72.79,5.69,NA,86.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4670","108443",90.81,21.24,46.77,3.01,NA,73.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4671","108459",90.51,20.68,45.72,2.46,NA,74.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4672","108475",90.97,27.48,59.54,2.24,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4673","108491",91.5,33.83,55.45,4.62,NA,79.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4674","108508",91.42,44.44,69.21,6.68,NA,83.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4675","108428",91.17,24.03,52.2,2.56,NA,76.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4676","108524",91.55,47.64,71.99,6.17,NA,86.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4677","108444",90.56,20.53,45.05,2.88,NA,73.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4678","108460",91.04,23.11,48.52,3.02,NA,75.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4679","108476",90.78,27.1,58.72,2.24,NA,87.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4680","108492",91.31,33.52,55.25,3.55,NA,78.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4681","108509",92.18,42.37,65.44,6.02,NA,85.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4682","108429",91.35,25.57,47.53,2.63,NA,72.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4683","108525",91.33,48.01,71.35,5.37,NA,84.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4684","108445",90.9,19.93,42.16,3.31,NA,74.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4685","108461",90.83,23.31,50.81,2.55,NA,77.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4686","108477",90.81,24.16,52.64,2.61,NA,86.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4687","108493",91.49,34.57,56.14,3.99,NA,79.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4688","108510",91.16,43.12,68.84,5.34,NA,83.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4689","108430",90.67,19.94,46.04,2.69,NA,71.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4690","108526",91.8,46.13,68.77,5.85,NA,85.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4691","108446",91.1,22.01,45.77,3.21,NA,74.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4692","108462",90.88,24.81,53.44,3.07,NA,77.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4693","108478",90.38,25.82,56.23,2.21,NA,88.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4694","108494",91.23,32.03,53.22,3.98,NA,78.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4695","108511",91.22,45.63,67.66,6.7,NA,83.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4696","108431",90.71,20.48,46.46,2.71,NA,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4697","108447",90.95,21.04,46.01,4.1,NA,75.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4698","108463",91.28,21.79,46.93,2.55,NA,73.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4699","108479",90.59,26.92,58.11,2.75,NA,94.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4700","108495",91.02,34,58.06,4.21,NA,84.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4701","108512",91.2,48.29,72.23,6.15,NA,85.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4702","108432",91.22,20.59,45.51,2.84,NA,71.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4703","108448",90.97,19.3,43.47,2.9,NA,68.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4704","108464",90.85,20.3,46.36,2.4,NA,76.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4705","108480",90.6,25.26,57.05,2.09,NA,94.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4706","108496",90.91,33.7,54.66,3.64,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4707","108513",91.15,48.43,71.28,5.72,NA,84.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4708","108433",91.7,18.28,42.92,2.86,NA,72.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4709","108449",91.51,21.13,41.98,3.26,NA,67.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4710","108465",90.5,22.14,45.68,2.76,NA,75.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4711","108481",90.72,25.73,56.49,2.6,NA,93.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4712","108497",91.3,35.88,59.61,3.69,NA,83.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4713","108514",91.18,48.43,67.41,5.72,NA,84.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4714","108434",91.38,21.97,47.24,2.77,NA,73.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4715","108450",91.46,18.06,35.6,3.5,NA,67.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4716","108466",90.98,21.49,46.33,2.44,NA,75.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4717","108482",91.14,22.99,50.67,2.93,NA,89.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4718","108498",91.42,32.13,52.96,3.2,NA,81.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4719","108515",91.49,45.15,68.85,5.39,NA,84.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4720","108435",91.55,19.22,43.98,2.36,NA,74.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4721","108451",90.55,25.65,53.3,3.1,NA,78.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4722","108467",90.65,24.08,54.25,2.5,NA,81.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4723","108483",90.73,35.03,58.91,2.62,NA,80.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4724","108499",90.87,46.56,73.72,7.27,NA,85.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4725","108516",91.34,45.72,66.55,5.91,NA,84.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4726","108436",91.32,19.44,45.98,2.54,NA,71.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4727","108452",91,23.98,50.87,3.27,NA,76.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4728","108468",90.98,22.22,48.96,2.56,NA,75.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4729","108484",91.42,37.07,59.45,3.61,NA,81.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4730","108500",91.27,46.47,72.37,6.6,NA,85.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4731","107159",92.51,NA,79.19,NA,NA,92.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4732","107175",90.61,NA,66.01,NA,NA,94.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4733","107192",89.82,NA,59.78,NA,NA,93.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4734","107295",89.81,36.94,59.01,3.89,4.63,83.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
