,NAME_3,DEA crop mask,ESRI crops,ESA crops,CGLS crops
298,Badele Zuria,535.0011000000001,246.4077,304.6735,205.2186340000002
299,Becho,136.50310000000002,37.5724,26.5254,23.173360000000024
300,Bilo Nopha,76.4503,7.4279,28.7394,17.358788000000004
301,Borecha,461.73240000000004,303.7588,315.48650000000004,203.2160710000001
302,Bure,140.9806,92.04910000000001,151.429,63.04675600000003
303,Chora,440.9343,192.0943,192.4138,145.40762200000046
304,Chwaka,276.7941,21.491400000000002,212.4627,93.4325849999999
305,Dabo Hana,476.38390000000004,166.82840000000002,316.7943,139.1206629999999
306,Darimu,342.53720000000004,84.7338,409.6145,131.77111699999963
307,Dedesa,258.8968,138.70430000000002,129.9471,95.68398800000016
308,Dega,316.009,212.2329,230.4028,122.1236480000001
309,Didu,218.12980000000002,49.356,16.4591,29.32363799999994
310,Dorani,85.5173,28.878,37.7158,21.196582999999993
311,Gechi,455.2022,301.2643,167.8736,162.56061599999995
312,Halu,51.8981,5.2868,23.444200000000002,17.090205
313,Hurumu,203.7493,58.1135,70.7311,45.58020499999998
314,Meko,213.15140000000002,59.4153,111.12400000000001,70.655078
315,Metu Zuria,164.526,38.300200000000004,79.4487,38.69766599999986
316,Sale Nono,74.9829,29.748,12.6403,21.221708999999986
317,Yayu,135.82760000000002,40.445100000000004,46.9945,34.732008000000015
318,Chora,660.7873000000001,477.24060000000003,486.7868,367.9852540000003
319,Dedo,733.9486,642.9406,162.2571,323.8136819999994
320,Gera,476.06480000000005,251.08960000000002,65.8843,147.00044300000062
321,Goma,265.46770000000004,137.9094,97.3467,88.62540000000003
322,Gumay,290.9991,205.1806,98.4488,99.33690199999997
323,Kersa,634.413,629.8845,295.1615,312.96771799999965
324,Limu Kosa,549.0501,365.50030000000004,232.56580000000002,207.12193999999997
325,Limu Seka,1265.9182,880.2204,902.6468000000001,580.1094059999986
326,Mena,208.24540000000002,161.3253,79.8245,82.18398299999997
327,Omo Nada,976.4134,875.3883000000001,506.6227,521.1224940000028
328,Seka Chekorsa,277.2774,249.32670000000002,63.302400000000006,110.81322100000021
329,Sekoru,402.65160000000003,453.3517,382.4846,250.08204100000054
330,Setema,757.1233000000001,443.9229,165.4485,264.43832400000036
331,Shebe Sambo,520.428,335.3046,129.43280000000001,200.88367600000012
332,Sigmo,465.1772,200.2451,42.2969,133.18623999999994
333,Tiro Afeta,547.5658000000001,686.6034000000001,347.28860000000003,322.52124999999984
334,Anfilo,102.1213,38.4607,48.7153,35.84411299999995
335,Dale Sadi,180.4468,118.4401,280.8892,95.18462500000014
336,Dale Wabera,227.73250000000002,158.7758,354.69910000000004,122.72450300000001
337,Gawo Kebe,552.0883,233.4239,584.4573,272.57245699999993
338,Gidami,129.1045,77.2818,98.4888,45.54714199999988
339,Hawa Galan,190.3389,169.35320000000002,330.56600000000003,94.74119599999985
340,Jimma Horo,192.0345,170.1708,179.96550000000002,92.77078400000005
341,Lalo Kile,122.8469,72.74900000000001,188.38580000000002,69.21660099999998
342,Sayo,170.9906,170.4122,197.0977,87.45786999999989
343,Yama Logi Welel,170.8124,136.2589,255.9161,97.32130599999992
344,Adaba,663.0509000000001,683.8704,738.594,759.3273779999985
345,Arsi Negele,772.6687000000001,788.5207,898.1388000000001,594.6967429999991
346,Dodola,892.0360000000001,647.5253,627.3769,592.407216
347,Gedeb Asasa,959.9323,948.2363,972.9326000000001,637.983069
348,Kofele,589.553,520.3368,280.0808,233.89222099999992
349,Kokosa,539.4943000000001,82.6076,21.3331,199.36041600000001
350,Kore,484.8195,469.1931,348.0711,203.81244000000015
351,Nenesebo,319.2493,10.132900000000001,18.787300000000002,242.23124700000065
352,Shalla,475.6087,475.2003,639.243,348.41051299999924
353,Shashemene Zuria,600.1592,542.6391,589.5433,337.5235190000002
354,Siraro,485.47060000000005,495.04940000000005,500.95640000000003,295.59129000000024
355,Anchar,245.6176,194.83100000000002,154.35330000000002,426.4180379999999
356,Boke,476.7327,385.32980000000003,484.0099,871.7251419999965
357,Chiro Zuria,233.6218,354.68190000000004,303.22790000000003,355.35436499999986
358,Daro Lebu,562.2122,415.2404,557.3484000000001,595.1651849999985
359,Doba,169.3026,379.19030000000004,294.7769,341.8255560000004
360,Gemechis,137.0808,121.286,238.37820000000002,427.7857779999999
361,Goba Koricha,223.54940000000002,262.2684,208.9007,351.52014499999956
362,Habro,344.8904,221.1664,266.3045,324.12317200000047
363,Hawi Gudina,260.2285,139.6873,161.4305,468.5295370000006
364,Kuni,252.7204,231.3625,295.4836,518.4087859999992
365,Mesela,137.04160000000002,109.468,168.5798,330.62450399999994
366,Mieso,431.0047,276.64320000000004,473.5076,915.8655020000065
367,Tulo,137.87810000000002,160.6741,184.0138,211.6226969999998
368,Abuna G/Beret,488.4083,384.4287,430.569,393.027539
369,Adda Berga,714.8664,670.4961000000001,594.7962,436.34933300000057
370,Ambo Zuria,691.1106,711.9337,661.7442,484.1442070000006
371,Bako Tibe,542.0513,492.93050000000005,546.4011,269.8533929999999
372,Cheliya,850.3834,831.3049000000001,817.1539,493.22310099999936
373,Dano,467.4298,494.2319,426.721,245.16739200000066
374,Dendi,941.2149000000001,1036.6378,951.4240000000001,581.2164960000001
375,Ejere,508.7645,531.0734,480.2051,287.44068799999997
376,Ginde Beret,679.1667,512.8974000000001,600.7464,454.6455510000011
377,Ifata,248.4247,269.72,232.9272,159.22402399999987
378,Jeldu,803.1753,849.3087,698.3881,515.4390429999976
379,Jibat,304.8994,316.2489,187.4914,146.85955399999997
380,Meta Robi,613.6682000000001,669.3328,522.7178,410.279834
381,Mida Kegn,376.07710000000003,315.6182,337.14390000000003,285.2436109999999
382,Nono,535.3304,570.1749,598.7288,316.6674529999999
383,Tikur Enchini,375.26500000000004,397.3007,228.93370000000002,211.88186699999991
384,Toke Kutaye,363.9334,428.6317,359.89660000000003,227.6849539999997
385,Walmara,570.5203,602.2256,573.4571000000001,353.7771989999998
386,Ayira,222.8386,69.897,214.93560000000002,98.830415
387,Babo,406.8193,136.59550000000002,383.6401,202.6926189999998
388,Begi,412.7353,367.57120000000003,431.40040000000005,181.3743599999998
389,Boji Chekorsa,209.11280000000002,30.201600000000003,133.955,102.60052500000016
390,Boji Dirmeji,214.83620000000002,44.3078,108.96220000000001,146.26350200000005
391,Gaji,103.3032,23.1537,66.1001,49.75698599999997
392,Gimbi,421.0122,43.2747,184.2185,145.8268219999998
393,Gudetu Kondole,381.4184,218.6818,389.66650000000004,176.86927299999974
394,Guliso,179.2303,18.7487,147.9188,72.90302899999999
395,Haru,221.64960000000002,41.5908,118.35780000000001,78.23236000000003
396,Homa,45.6788,19.3392,29.325300000000002,16.162150000000004
397,Jarso,289.5562,162.845,223.9931,158.95078999999987
398,Kiltu Kara,230.20610000000002,38.0645,119.1926,143.03898400000006
399,Lalo Asabi,172.94910000000002,47.5583,97.47030000000001,74.31566600000004
400,Mana Sibu,815.7525,214.364,482.9438,469.1401789999989
401,Nejo,601.6117,312.4952,387.7269,366.5156249999989
402,Nole Kaba,324.9896,53.101200000000006,198.8064,109.6961159999999
403,Sayo Nole,256.789,37.83,109.9148,83.16838399999997
404,Yubdo,137.725,62.797700000000006,120.55980000000001,77.31362199999998
405,Babile,301.0546,163.6334,314.8586,593.807838999999
406,Bedeno,177.40720000000002,101.8922,232.1963,330.503572
407,Chinaksen,336.9119,286.39730000000003,599.8340000000001,522.2462460000006
408,Deder,189.85490000000001,234.8428,257.10720000000003,275.99107399999946
