,0,1
282,282,188.94330000000002
283,283,416.9968
284,284,124.5831
285,285,444.0941
286,286,292.608
287,287,271.4713
288,288,237.7707
289,289,561.4735000000001
290,290,535.2581
291,291,697.3728
292,292,413.00300000000004
293,293,542.9621000000001
294,294,304.60880000000003
295,295,198.16670000000002
296,296,128.3349
297,297,403.3858
298,298,535.0011000000001
299,299,136.50310000000002
300,300,76.4503
301,301,461.73240000000004
302,302,140.9806
303,303,440.9343
304,304,276.7941
305,305,476.38390000000004
306,306,342.53720000000004
307,307,258.8968
308,308,316.009
309,309,218.12980000000002
310,310,85.5173
311,311,455.2022
312,312,51.8981
313,313,203.7493
314,314,213.15140000000002
315,315,164.526
316,316,74.9829
317,317,135.82760000000002
318,318,660.7873000000001
319,319,733.9486
320,320,476.06480000000005
321,321,265.46770000000004
322,322,290.9991
323,323,634.413
324,324,549.0501
325,325,1265.9182
326,326,208.24540000000002
327,327,976.4134
328,328,277.2774
329,329,402.65160000000003
330,330,757.1233000000001
331,331,520.428
332,332,465.1772
333,333,547.5658000000001
334,334,102.1213
335,335,180.4468
336,336,227.73250000000002
337,337,552.0883
338,338,129.1045
339,339,190.3389
340,340,192.0345
341,341,122.8469
342,342,170.9906
343,343,170.8124
344,344,663.0509000000001
345,345,772.6687000000001
346,346,892.0360000000001
347,347,959.9323
348,348,589.553
349,349,539.4943000000001
350,350,484.8195
351,351,319.2493
352,352,475.6087
353,353,600.1592
354,354,485.47060000000005
355,355,245.6176
356,356,476.7327
357,357,233.6218
358,358,562.2122
359,359,169.3026
360,360,137.0808
361,361,223.54940000000002
362,362,344.8904
363,363,260.2285
364,364,252.7204
365,365,137.04160000000002
366,366,431.0047
367,367,137.87810000000002
368,368,488.4083
369,369,714.8664
370,370,691.1106
371,371,542.0513
372,372,850.3834
373,373,467.4298
374,374,941.2149000000001
375,375,508.7645
376,376,679.1667
377,377,248.4247
378,378,803.1753
379,379,304.8994
380,380,613.6682000000001
381,381,376.07710000000003
382,382,535.3304
383,383,375.26500000000004
384,384,363.9334
385,385,570.5203
386,386,222.8386
387,387,406.8193
388,388,412.7353
389,389,209.11280000000002
390,390,214.83620000000002
391,391,103.3032
392,392,421.0122
393,393,381.4184
394,394,179.2303
395,395,221.64960000000002
396,396,45.6788
397,397,289.5562
398,398,230.20610000000002
399,399,172.94910000000002
400,400,815.7525
401,401,601.6117
402,402,324.9896
403,403,256.789
404,404,137.725
405,405,301.0546
406,406,177.40720000000002
407,407,336.9119
408,408,189.85490000000001
409,409,439.87100000000004
410,410,139.3959
411,411,192.3896
412,412,39.9866
413,413,102.26620000000001
414,414,219.167
415,415,79.2877
416,416,177.2749
417,417,80.96650000000001
418,418,100.96390000000001
419,419,168.4846
420,420,197.51350000000002
421,421,45.673500000000004
422,422,101.23060000000001
423,423,631.0758000000001
424,424,543.2651000000001
425,425,704.6991
426,426,538.9239
427,427,242.281
428,428,476.8763
429,429,772.62
430,430,159.7209
431,431,479.2812
432,432,504.7248
433,433,408.47290000000004
434,434,478.03090000000003
435,435,362.43600000000004
436,436,523.5632
437,437,1064.1831
438,438,315.329
439,439,630.8331000000001
440,440,623.8959
441,441,492.7336
442,442,488.40590000000003
443,443,637.8303000000001
444,444,419.43530000000004
445,445,683.7901
446,446,439.1263
447,447,564.3668
448,448,680.4894
449,449,447.1315
450,450,349.4302
451,451,610.3073
452,452,291.7649
453,453,555.4891
454,454,164.8391
455,455,449.49260000000004
456,456,744.6639
457,457,307.6786
458,458,337.29740000000004
459,459,272.5063
460,460,393.7172
461,461,614.9834000000001
462,462,466.53110000000004
463,463,786.5411
464,464,496.103
465,465,597.3557000000001
466,466,299.8795
467,467,0.3628
468,468,0.9237000000000001
469,469,1.0892
470,470,0.7521
471,471,0.1107
472,472,0.0103
473,473,0.0
474,474,0.4601
475,475,1.4569
476,476,0.0
477,477,0.0002
478,478,0.0
479,479,0.0
480,480,270.58050000000003
481,481,28.1307
482,482,29.0816
483,483,0.0
484,484,896.9642
485,485,161.65540000000001
486,486,0.0
487,487,0.1041
488,488,0.06330000000000001
489,489,0.0
490,490,0.0
491,491,0.22920000000000001
492,492,0.0512
493,493,0.042800000000000005
494,494,0.0
495,495,0.5907
496,496,0.9883000000000001
497,497,16.511400000000002
498,498,0.0213
499,499,0.0
500,500,0.0007
501,501,0.0
502,502,0.0
503,503,0.0
504,504,0.2237
505,505,0.0
506,506,0.0
507,507,0.2582
508,508,0.0
509,509,3.2720000000000002
510,510,0.0
511,511,1.8326
512,512,11.722000000000001
513,513,3.7387
514,514,4.942
515,515,0.0
516,516,7.1951
517,517,21.82
518,518,23.0902
519,519,2.0066
520,520,648.1589
521,521,435.2106
522,522,394.4426
523,523,259.4377
524,524,246.27200000000002
525,525,348.298
526,526,449.2937
527,527,907.3557000000001
528,528,929.0884000000001
529,529,1217.8808000000001
530,530,223.98950000000002
531,531,429.84630000000004
532,532,106.3713
533,533,749.5659
534,534,359.83910000000003
535,535,193.2332
536,536,218.94400000000002
537,537,365.75730000000004
538,538,179.35160000000002
539,539,265.9959
540,540,893.0497
541,541,964.9094
542,542,2.2943000000000002
543,543,160.9308
544,544,271.3682
545,545,508.5382
546,546,693.1757
547,547,945.2611
548,548,317.3208
549,549,148.4185
550,550,71.658
551,551,328.3883
552,552,160.79250000000002
553,553,196.00670000000002
554,554,77.8754
555,555,357.45250000000004
556,556,103.5869
557,557,243.34230000000002
558,558,489.7889
559,559,297.7534
560,560,732.7049000000001
561,561,76.71560000000001
562,562,362.0769
563,563,141.4182
564,564,201.99960000000002
565,565,27.9139
566,566,65.48700000000001
567,567,147.2314
568,568,27.2038
569,569,187.9927
570,570,230.7399
571,571,167.74790000000002
572,572,41.8082
573,573,90.525
574,574,239.84810000000002
575,575,110.1512
576,576,141.9882
577,577,178.02870000000001
578,578,349.2475
579,579,276.7333
580,580,385.57460000000003
581,581,205.7829
582,582,531.3602000000001
583,583,167.1876
584,584,81.12650000000001
585,585,285.16110000000003
586,586,170.3363
587,587,278.7243
588,588,132.2278
589,589,163.4452
590,590,244.68630000000002
591,591,251.5354
592,592,382.9911
593,593,573.3493
594,594,662.883
595,595,241.8074
596,596,1204.6355
597,597,439.3277
598,598,526.5891
599,599,394.8487
600,600,557.5224000000001
601,601,309.3861
602,602,318.54150000000004
603,603,116.7243
604,604,136.383
605,605,67.69890000000001
606,606,52.2533
607,607,131.5577
608,608,125.54610000000001
609,609,75.0844
610,610,901.7298000000001
611,611,584.4238
612,612,120.18870000000001
613,613,215.68050000000002
614,614,189.01690000000002
615,615,94.14920000000001
616,616,246.095
617,617,366.91020000000003
618,618,64.0107
619,619,235.4974
620,620,190.68720000000002
621,621,140.5902
622,622,379.19620000000003
623,623,209.6296
624,624,148.5617
625,625,166.441
626,626,80.875
627,627,160.6833
628,628,154.7039
629,629,240.01690000000002
630,630,275.5063
631,631,128.32680000000002
632,632,118.2997
633,633,94.7581
634,634,77.51010000000001
635,635,173.06570000000002
636,636,285.4808
637,637,398.8816
638,638,109.5605
639,639,101.57740000000001
640,640,245.4983
641,641,306.3712
642,642,293.6778
643,643,116.03450000000001
644,644,176.984
645,645,195.00900000000001
646,646,137.86690000000002
647,647,105.7478
648,648,173.38840000000002
649,649,159.2073
650,650,242.1294
651,651,116.52640000000001
652,652,186.3572
653,653,170.3238
654,654,328.3476
655,655,276.7296
656,656,234.62630000000001
657,657,227.8778
658,658,139.25830000000002
659,659,804.3101
660,660,620.8817
661,661,218.7868
662,662,376.29540000000003
663,663,811.8918
664,664,312.3149
665,665,435.2697
666,666,511.96770000000004
667,667,456.4785
668,668,304.6895
669,669,527.6042
670,670,272.4248
671,671,282.6001
672,672,510.76370000000003
673,673,486.201
674,674,2718.6035
675,675,1130.0769
676,676,1627.4253
677,677,293.7604
678,678,1.0299
679,679,86.68610000000001
680,680,89.2874
681,681,389.64860000000004
682,682,489.7115
683,683,186.9572
684,684,1129.4516
685,685,799.6272
686,686,435.3503
687,687,1580.3947
688,688,265.8311
689,689,613.1631
